strategy,person_id,age_band,gender,region,urbanicity,digital_engagement_score,concept_interest_0_10,likely_to_try
Convenience,P49053,18-24,Man,London,Urban,84.1,5.2,0
Convenience,P48279,25-34,Woman,Scotland/Wales,Urban,90.6,5.4,0
Convenience,P23193,35-44,Man,South,Urban,96.7,5.7,0
Convenience,P01116,55-64,Woman,South,Urban,58.1,4.3,0
Convenience,P28394,18-24,Woman,Midlands,Urban,95.2,4.4,0
Convenience,P19079,45-54,Woman,London,Urban,72.7,3.3,0
Convenience,P42969,25-34,Man,Midlands,Urban,85.1,7.5,1
Convenience,P46312,18-24,Man,Midlands,Rural / small town,86.7,7.1,1
Convenience,P09256,25-34,Woman,Midlands,Urban,81.0,5.2,0
Convenience,P48857,35-44,Woman,South,Urban,66.0,3.0,0
Convenience,P14982,55-64,Man,North,Urban,57.6,3.3,0
Convenience,P11230,55-64,Woman,North,Urban,56.6,4.5,0
Convenience,P11974,35-44,Man,North,Urban,75.7,5.5,0
Convenience,P24648,35-44,Man,South,Urban,78.6,5.3,0
Convenience,P09359,18-24,Woman,South,Urban,70.6,5.9,0
Convenience,P20444,45-54,Woman,London,Urban,57.3,4.5,0
Convenience,P13473,45-54,Man,Midlands,Urban,58.9,6.5,0
Convenience,P18718,25-34,Woman,London,Urban,76.0,5.0,0
Convenience,P33939,18-24,Man,Midlands,Urban,92.9,8.5,1
Convenience,P35954,25-34,Man,South,Urban,98.2,8.9,1
Convenience,P37725,18-24,Woman,Midlands,Urban,84.4,6.8,0
Convenience,P46265,35-44,Woman,Midlands,Urban,75.4,6.7,0
Convenience,P47365,45-54,Man,North,Urban,61.5,3.5,0
Convenience,P13798,45-54,Woman,Scotland/Wales,Urban,70.4,3.9,0
Convenience,P18163,35-44,Man,South,Urban,95.6,7.7,1
Convenience,P46497,25-34,Woman,Midlands,Rural / small town,75.5,6.2,0
Convenience,P33120,18-24,Woman,London,Urban,100.0,5.7,0
Convenience,P41171,35-44,Man,North,Rural / small town,81.6,7.1,1
Convenience,P32400,25-34,Woman,Midlands,Rural / small town,74.2,5.8,0
Convenience,P05854,55-64,Man,North,Urban,42.9,3.6,0
Convenience,P34278,18-24,Woman,South,Urban,97.7,9.3,1
Convenience,P05634,35-44,Man,North,Rural / small town,57.0,4.7,0
Convenience,P06163,35-44,Man,South,Urban,86.3,4.0,0
Convenience,P40185,25-34,Woman,North,Urban,87.3,8.1,1
Convenience,P24998,35-44,Woman,South,Urban,88.3,10.0,1
Convenience,P08957,45-54,Man,Midlands,Rural / small town,61.0,2.1,0
Convenience,P25546,18-24,Woman,North,Rural / small town,67.9,5.1,0
Convenience,P28811,18-24,Man,North,Urban,96.0,6.7,0
Convenience,P46694,45-54,Woman,North,Urban,85.4,4.5,0
Convenience,P29115,35-44,Man,North,Urban,76.8,6.3,0
Convenience,P06191,25-34,Man,North,Urban,87.2,5.8,0
Convenience,P10158,65-74,Non-binary / other,South,Urban,54.9,2.8,0
Convenience,P46225,18-24,Man,Scotland/Wales,Urban,81.9,5.9,0
Convenience,P19237,45-54,Non-binary / other,London,Urban,76.9,4.5,0
Convenience,P18141,45-54,Man,Midlands,Urban,75.8,6.7,0
Convenience,P13079,35-44,Woman,Midlands,Urban,94.0,10.0,1
Convenience,P20848,35-44,Man,North,Urban,79.3,5.7,0
Convenience,P44683,35-44,Woman,Scotland/Wales,Rural / small town,69.6,5.9,0
Convenience,P44592,45-54,Man,South,Urban,62.3,6.4,0
Convenience,P06240,35-44,Woman,North,Urban,62.2,5.9,0
Convenience,P00734,35-44,Woman,Midlands,Urban,85.6,4.1,0
Convenience,P28422,18-24,Non-binary / other,Midlands,Urban,59.5,6.2,0
Convenience,P43571,55-64,Woman,South,Urban,49.9,5.3,0
Convenience,P17581,35-44,Man,North,Rural / small town,55.5,3.3,0
Convenience,P20143,45-54,Man,Midlands,Urban,63.0,6.2,0
Convenience,P05089,35-44,Man,London,Urban,76.9,6.1,0
Convenience,P26346,18-24,Man,Scotland/Wales,Rural / small town,75.5,5.3,0
Convenience,P32994,25-34,Woman,South,Urban,100.0,8.7,1
Convenience,P17939,35-44,Woman,London,Urban,85.7,6.3,0
Convenience,P14024,25-34,Man,North,Urban,93.4,7.7,1
Convenience,P00418,18-24,Woman,London,Urban,68.7,3.7,0
Convenience,P43485,25-34,Woman,London,Urban,83.4,6.7,0
Convenience,P35287,18-24,Man,North,Urban,97.1,8.4,1
Convenience,P30839,45-54,Woman,North,Urban,64.3,5.2,0
Convenience,P24919,35-44,Man,South,Urban,90.6,6.6,0
Convenience,P11029,25-34,Woman,Scotland/Wales,Urban,84.2,5.6,0
Convenience,P23676,35-44,Woman,South,Rural / small town,74.8,3.0,0
Convenience,P02091,18-24,Man,North,Urban,100.0,6.7,0
Convenience,P48642,35-44,Woman,Midlands,Urban,73.4,4.8,0
Convenience,P00641,25-34,Woman,North,Rural / small town,100.0,4.7,0
Convenience,P15150,25-34,Man,Midlands,Urban,100.0,4.9,0
Convenience,P10915,18-24,Woman,North,Urban,69.3,6.6,0
Convenience,P22038,25-34,Man,South,Rural / small town,55.4,5.2,0
Convenience,P14696,18-24,Man,South,Urban,91.5,4.8,0
Convenience,P11003,25-34,Man,South,Urban,100.0,7.4,1
Convenience,P30418,45-54,Woman,South,Urban,74.1,7.2,1
Convenience,P05093,65-74,Non-binary / other,North,Urban,41.5,6.0,0
Convenience,P34577,35-44,Man,Midlands,Rural / small town,59.6,3.4,0
Convenience,P21453,18-24,Woman,Scotland/Wales,Urban,99.2,4.3,0
Convenience,P46181,35-44,Man,North,Urban,79.4,5.9,0
Convenience,P31333,65-74,Woman,North,Urban,49.0,5.9,0
Convenience,P11814,25-34,Woman,South,Urban,76.0,5.2,0
Convenience,P18520,45-54,Man,North,Urban,78.0,5.6,0
Convenience,P15926,55-64,Woman,South,Urban,60.6,10.0,1
Convenience,P09428,45-54,Woman,London,Urban,76.1,5.4,0
Convenience,P16145,35-44,Man,Scotland/Wales,Rural / small town,67.0,7.3,1
Convenience,P41211,25-34,Woman,London,Urban,60.7,5.1,0
Convenience,P34208,18-24,Woman,Scotland/Wales,Urban,81.6,5.4,0
Convenience,P11675,18-24,Woman,North,Urban,83.8,10.0,1
Convenience,P30107,18-24,Woman,Midlands,Urban,74.2,7.3,1
Convenience,P18194,25-34,Woman,South,Urban,84.2,7.1,1
Convenience,P20886,18-24,Man,London,Urban,100.0,4.3,0
Convenience,P08993,35-44,Woman,Midlands,Urban,83.2,6.8,0
Convenience,P06843,25-34,Non-binary / other,Midlands,Rural / small town,85.8,5.0,0
Convenience,P04234,55-64,Woman,South,Urban,68.0,3.8,0
Convenience,P34783,25-34,Man,London,Urban,82.6,5.8,0
Convenience,P44562,35-44,Man,South,Urban,70.8,2.8,0
Convenience,P41744,25-34,Non-binary / other,North,Urban,98.0,6.5,0
Convenience,P10091,35-44,Woman,London,Urban,82.1,5.7,0
Convenience,P21606,25-34,Woman,South,Urban,83.4,8.0,1
Convenience,P32302,35-44,Man,Midlands,Rural / small town,80.7,5.5,0
Convenience,P19846,25-34,Woman,Midlands,Urban,81.1,6.3,0
Convenience,P32191,25-34,Woman,Midlands,Urban,85.4,6.7,0
Convenience,P38628,35-44,Man,North,Rural / small town,74.6,2.4,0
Convenience,P45653,35-44,Woman,Midlands,Urban,74.9,4.6,0
Convenience,P24750,25-34,Man,North,Urban,81.4,7.0,1
Convenience,P19860,25-34,Woman,London,Urban,58.9,4.5,0
Convenience,P00304,18-24,Man,North,Urban,91.6,6.5,0
Convenience,P07582,18-24,Woman,Midlands,Urban,94.1,5.5,0
Convenience,P25194,45-54,Man,Midlands,Urban,75.9,3.6,0
Convenience,P36123,55-64,Woman,Scotland/Wales,Urban,83.5,3.7,0
Convenience,P01353,25-34,Man,Midlands,Urban,76.3,4.5,0
Convenience,P44812,18-24,Man,South,Urban,98.4,7.8,1
Convenience,P13180,45-54,Woman,South,Urban,59.1,3.8,0
Convenience,P23419,18-24,Man,Midlands,Urban,74.0,3.4,0
Convenience,P19120,25-34,Woman,North,Urban,94.1,6.6,0
Convenience,P49513,35-44,Man,North,Urban,64.3,7.6,1
Convenience,P01094,45-54,Man,North,Urban,65.2,1.1,0
Convenience,P40560,35-44,Man,North,Urban,52.4,3.8,0
Convenience,P42501,18-24,Woman,Midlands,Urban,98.0,5.0,0
Convenience,P30801,45-54,Woman,London,Urban,76.6,7.6,1
Convenience,P20582,25-34,Woman,Scotland/Wales,Urban,85.1,4.4,0
Convenience,P00578,35-44,Man,Scotland/Wales,Rural / small town,93.8,4.5,0
Convenience,P15075,35-44,Man,North,Urban,74.2,6.6,0
Convenience,P41894,18-24,Man,Midlands,Urban,100.0,4.8,0
Convenience,P27245,35-44,Man,Midlands,Urban,91.3,7.3,1
Convenience,P12858,35-44,Man,London,Urban,100.0,7.2,1
Convenience,P37788,18-24,Woman,North,Urban,75.7,4.6,0
Convenience,P24077,45-54,Woman,North,Urban,73.8,3.3,0
Convenience,P05743,25-34,Woman,North,Rural / small town,77.4,6.7,0
Convenience,P45006,25-34,Man,South,Urban,94.0,5.3,0
Convenience,P24618,35-44,Man,South,Urban,84.6,4.4,0
Convenience,P12993,35-44,Man,North,Urban,91.0,6.5,0
Convenience,P40672,25-34,Woman,Scotland/Wales,Urban,79.7,2.3,0
Convenience,P19248,18-24,Woman,North,Urban,80.7,5.0,0
Convenience,P42549,18-24,Woman,North,Urban,77.3,7.2,1
Convenience,P34040,45-54,Man,South,Urban,40.9,4.3,0
Convenience,P02277,45-54,Man,Midlands,Urban,65.9,2.9,0
Convenience,P40137,35-44,Man,South,Urban,52.5,4.2,0
Convenience,P33520,25-34,Woman,Midlands,Urban,94.0,7.1,1
Convenience,P39336,18-24,Man,North,Urban,82.9,5.5,0
Convenience,P33717,25-34,Woman,Midlands,Rural / small town,63.8,6.6,0
Convenience,P49856,35-44,Woman,Scotland/Wales,Urban,61.5,3.4,0
Convenience,P06477,35-44,Woman,South,Urban,63.5,5.6,0
Convenience,P47233,25-34,Woman,Midlands,Urban,86.1,5.3,0
Convenience,P32031,35-44,Woman,Scotland/Wales,Urban,90.4,6.4,0
Convenience,P29296,25-34,Woman,Scotland/Wales,Urban,100.0,6.0,0
Convenience,P25707,45-54,Woman,Scotland/Wales,Urban,60.3,3.2,0
Convenience,P48881,25-34,Woman,London,Urban,100.0,8.6,1
Convenience,P04399,18-24,Woman,South,Urban,89.2,6.8,0
Convenience,P18813,18-24,Man,South,Urban,90.2,6.6,0
Convenience,P44545,25-34,Woman,Midlands,Urban,97.1,5.9,0
Convenience,P07129,45-54,Woman,South,Urban,65.1,4.9,0
Convenience,P34780,45-54,Man,Midlands,Urban,44.7,4.3,0
Convenience,P33795,55-64,Non-binary / other,Midlands,Urban,43.3,4.6,0
Convenience,P27504,25-34,Man,Midlands,Urban,73.3,4.7,0
Convenience,P37214,45-54,Woman,North,Urban,84.0,3.3,0
Convenience,P24840,25-34,Woman,Midlands,Urban,71.2,5.1,0
Convenience,P07862,35-44,Man,North,Urban,71.1,6.0,0
Convenience,P06822,25-34,Man,North,Urban,93.4,4.4,0
Convenience,P13685,45-54,Man,Scotland/Wales,Urban,57.0,4.6,0
Convenience,P27509,35-44,Man,North,Urban,73.2,2.4,0
Convenience,P18603,25-34,Man,Midlands,Urban,82.3,6.7,0
Convenience,P05873,25-34,Man,Midlands,Urban,86.0,8.9,1
Convenience,P09714,25-34,Man,South,Urban,90.2,4.4,0
Convenience,P13150,35-44,Woman,North,Urban,81.5,3.8,0
Convenience,P33978,25-34,Man,North,Urban,76.4,4.3,0
Convenience,P45710,45-54,Man,South,Urban,77.5,7.5,1
Convenience,P41461,35-44,Man,Midlands,Urban,80.7,4.8,0
Convenience,P12899,45-54,Woman,Scotland/Wales,Urban,56.8,3.3,0
Convenience,P07843,55-64,Man,Scotland/Wales,Urban,44.2,0.0,0
Convenience,P28217,35-44,Woman,South,Urban,67.6,7.3,1
Convenience,P45019,18-24,Man,South,Urban,92.7,5.5,0
Convenience,P46210,35-44,Man,North,Urban,86.1,7.1,1
Convenience,P19288,35-44,Woman,London,Urban,82.5,6.2,0
Convenience,P26043,25-34,Man,North,Urban,96.0,8.9,1
Convenience,P15912,35-44,Man,Scotland/Wales,Rural / small town,81.9,7.5,1
Convenience,P24228,25-34,Woman,Midlands,Rural / small town,63.8,4.7,0
Convenience,P43402,35-44,Man,Scotland/Wales,Rural / small town,91.8,3.0,0
Convenience,P36852,35-44,Woman,South,Urban,87.9,5.6,0
Convenience,P27269,65-74,Woman,Midlands,Urban,42.5,0.0,0
Convenience,P40351,45-54,Woman,London,Urban,64.8,7.6,1
Convenience,P36647,25-34,Woman,North,Rural / small town,82.5,3.9,0
Convenience,P43385,25-34,Woman,North,Urban,75.6,5.2,0
Convenience,P35984,25-34,Woman,North,Urban,80.6,7.1,1
Convenience,P03925,18-24,Man,South,Urban,86.2,3.7,0
Convenience,P11314,18-24,Woman,South,Urban,100.0,9.2,1
Convenience,P47977,25-34,Man,Scotland/Wales,Urban,100.0,6.6,0
Convenience,P41676,55-64,Man,Midlands,Urban,67.2,1.7,0
Convenience,P42644,18-24,Man,Scotland/Wales,Urban,89.3,6.7,0
Convenience,P33198,65-74,Man,North,Urban,44.2,3.8,0
Convenience,P38693,25-34,Man,South,Urban,94.5,6.9,0
Convenience,P49004,25-34,Woman,North,Urban,82.5,4.7,0
Convenience,P02089,65-74,Man,North,Urban,38.7,2.5,0
Convenience,P21672,35-44,Man,North,Urban,71.9,6.7,0
Convenience,P26483,45-54,Woman,Midlands,Urban,73.9,3.7,0
Convenience,P06918,25-34,Man,London,Urban,79.9,7.4,1
Convenience,P02729,45-54,Man,North,Urban,65.0,4.1,0
Convenience,P29236,35-44,Woman,North,Urban,61.7,5.0,0
Convenience,P39373,18-24,Man,London,Urban,100.0,7.2,1
Convenience,P42708,35-44,Woman,North,Urban,89.3,3.6,0
Convenience,P36789,55-64,Woman,Scotland/Wales,Urban,38.2,3.2,0
Convenience,P05123,65-74,Man,North,Urban,44.2,2.2,0
Convenience,P09201,65-74,Woman,North,Urban,46.1,5.0,0
Convenience,P24758,55-64,Man,Midlands,Urban,66.6,4.9,0
Convenience,P03964,55-64,Man,London,Urban,48.6,4.2,0
Convenience,P31081,35-44,Woman,London,Urban,87.4,8.3,1
Convenience,P30169,25-34,Man,London,Urban,85.9,6.7,0
Convenience,P01235,18-24,Man,North,Urban,81.3,6.4,0
Convenience,P16249,25-34,Woman,Midlands,Rural / small town,86.5,6.6,0
Convenience,P25719,18-24,Man,North,Rural / small town,72.0,6.7,0
Convenience,P24176,18-24,Man,South,Urban,97.7,5.2,0
Convenience,P13905,25-34,Man,London,Urban,70.2,7.9,1
Convenience,P31984,35-44,Woman,South,Urban,96.0,6.7,0
Convenience,P10735,18-24,Man,London,Rural / small town,74.7,7.1,1
Convenience,P36308,18-24,Man,Scotland/Wales,Rural / small town,87.8,4.5,0
Convenience,P26431,35-44,Woman,Midlands,Urban,78.0,6.7,0
Convenience,P48003,25-34,Man,Midlands,Urban,83.4,5.2,0
Convenience,P22835,25-34,Woman,London,Urban,61.6,9.9,1
Convenience,P48687,35-44,Woman,Midlands,Urban,79.2,6.8,0
Convenience,P08563,45-54,Woman,London,Urban,74.1,2.5,0
Convenience,P05031,25-34,Woman,Scotland/Wales,Urban,79.6,7.3,1
Convenience,P33726,45-54,Woman,London,Urban,75.5,5.7,0
Convenience,P03526,25-34,Man,Midlands,Rural / small town,67.5,4.5,0
Convenience,P31804,35-44,Man,North,Urban,84.4,6.5,0
Convenience,P18938,35-44,Woman,London,Urban,59.9,8.6,1
Convenience,P42450,25-34,Woman,Midlands,Urban,71.9,7.3,1
Convenience,P42803,25-34,Man,North,Rural / small town,58.5,4.6,0
Convenience,P46020,45-54,Man,North,Rural / small town,74.4,2.9,0
Convenience,P25055,18-24,Man,Midlands,Urban,100.0,4.1,0
Convenience,P09194,45-54,Woman,North,Urban,74.9,3.6,0
Convenience,P03634,25-34,Man,Midlands,Urban,70.8,5.1,0
Convenience,P48644,25-34,Woman,South,Urban,100.0,8.2,1
Convenience,P16454,25-34,Man,South,Urban,88.2,6.8,0
Convenience,P22817,18-24,Man,Scotland/Wales,Urban,84.0,5.8,0
Convenience,P24486,35-44,Non-binary / other,Scotland/Wales,Urban,76.0,3.7,0
Convenience,P33853,35-44,Woman,London,Urban,72.7,8.9,1
Convenience,P47049,18-24,Woman,London,Urban,100.0,4.6,0
Convenience,P13658,18-24,Woman,South,Urban,89.1,4.7,0
Convenience,P07897,55-64,Woman,Midlands,Urban,61.1,0.4,0
Convenience,P25367,45-54,Man,Midlands,Urban,80.6,5.8,0
Convenience,P20658,35-44,Man,South,Urban,86.1,6.1,0
Convenience,P14259,25-34,Man,South,Urban,87.2,6.9,0
Convenience,P28704,55-64,Woman,Midlands,Urban,52.5,3.1,0
Convenience,P26980,25-34,Woman,Midlands,Rural / small town,85.8,7.9,1
Convenience,P49546,18-24,Man,South,Urban,92.8,3.3,0
Convenience,P31945,25-34,Man,Scotland/Wales,Rural / small town,67.4,4.3,0
Convenience,P07044,25-34,Woman,London,Urban,81.9,4.9,0
Convenience,P42712,35-44,Man,Midlands,Rural / small town,95.6,6.7,0
Convenience,P30061,18-24,Woman,South,Urban,92.9,5.7,0
Convenience,P19517,65-74,Woman,South,Urban,61.6,2.4,0
Convenience,P43966,55-64,Man,Scotland/Wales,Urban,57.2,4.3,0
Convenience,P33471,25-34,Man,South,Urban,96.6,4.3,0
Convenience,P16606,18-24,Man,London,Urban,79.5,2.8,0
Convenience,P06388,45-54,Man,North,Urban,67.4,3.3,0
Convenience,P21919,18-24,Man,North,Rural / small town,90.1,5.9,0
Convenience,P12187,18-24,Man,Scotland/Wales,Urban,100.0,9.7,1
Convenience,P09966,18-24,Man,North,Urban,80.6,4.2,0
Convenience,P23148,25-34,Man,North,Urban,100.0,5.7,0
Convenience,P15750,25-34,Man,South,Rural / small town,77.3,5.3,0
Convenience,P34959,65-74,Man,South,Rural / small town,39.5,5.1,0
Convenience,P30487,45-54,Man,Scotland/Wales,Urban,63.8,4.8,0
Convenience,P43774,18-24,Woman,Scotland/Wales,Urban,100.0,5.9,0
Convenience,P05677,25-34,Man,Midlands,Urban,93.5,6.0,0
Convenience,P01042,35-44,Man,South,Urban,86.1,5.7,0
Convenience,P16959,25-34,Man,North,Urban,61.9,5.0,0
Convenience,P42547,25-34,Woman,North,Urban,97.0,4.3,0
Convenience,P00031,18-24,Woman,Midlands,Rural / small town,83.4,5.7,0
Convenience,P40479,25-34,Woman,London,Urban,77.5,8.5,1
Convenience,P18371,45-54,Man,Midlands,Urban,50.9,6.1,0
Convenience,P46709,18-24,Man,North,Urban,100.0,5.7,0
Convenience,P03224,35-44,Woman,South,Urban,68.8,2.6,0
Convenience,P46380,25-34,Man,Midlands,Rural / small town,84.3,8.3,1
Convenience,P40750,25-34,Woman,London,Urban,93.1,6.8,0
Convenience,P40230,65-74,Man,North,Urban,44.4,2.7,0
Convenience,P10206,55-64,Woman,Midlands,Urban,48.4,5.6,0
Convenience,P31048,25-34,Woman,London,Urban,75.2,7.9,1
Convenience,P34263,18-24,Man,London,Urban,100.0,4.9,0
Convenience,P03516,18-24,Man,Midlands,Rural / small town,90.3,6.6,0
Convenience,P29294,25-34,Man,London,Urban,83.8,5.0,0
Convenience,P03031,18-24,Woman,London,Urban,83.8,7.8,1
Convenience,P42761,45-54,Man,South,Urban,59.2,5.5,0
Convenience,P29522,18-24,Man,Midlands,Urban,84.8,6.2,0
Convenience,P13342,25-34,Woman,South,Urban,65.7,8.4,1
Convenience,P16809,55-64,Man,South,Urban,69.8,4.0,0
Convenience,P32744,18-24,Man,South,Urban,83.0,6.5,0
Convenience,P44062,18-24,Woman,North,Urban,89.5,8.1,1
Convenience,P11257,25-34,Woman,North,Urban,86.9,6.8,0
Convenience,P33125,25-34,Man,Midlands,Rural / small town,83.5,5.4,0
Convenience,P42065,45-54,Man,South,Urban,79.7,4.1,0
Convenience,P06020,18-24,Woman,North,Urban,83.4,5.0,0
Convenience,P16287,45-54,Woman,South,Urban,54.0,3.3,0
Convenience,P38455,18-24,Woman,North,Urban,82.2,6.0,0
Convenience,P49286,65-74,Woman,North,Urban,61.2,4.2,0
Convenience,P13970,25-34,Woman,North,Urban,77.4,4.0,0
Convenience,P00355,45-54,Woman,North,Urban,77.8,7.9,1
Convenience,P45582,25-34,Woman,South,Rural / small town,62.3,7.4,1
Convenience,P30630,25-34,Man,Midlands,Urban,72.2,4.9,0
Convenience,P00445,25-34,Woman,Scotland/Wales,Urban,77.2,2.7,0
Convenience,P06545,18-24,Man,Midlands,Rural / small town,72.6,7.5,1
Convenience,P01234,25-34,Man,North,Urban,83.4,4.6,0
Convenience,P34529,18-24,Non-binary / other,South,Rural / small town,84.0,2.4,0
Convenience,P12655,35-44,Man,South,Urban,68.8,9.0,1
Convenience,P17366,18-24,Woman,South,Urban,90.5,8.0,1
Convenience,P28638,25-34,Man,South,Urban,89.9,6.6,0
Convenience,P00061,25-34,Man,South,Urban,54.2,6.9,0
Convenience,P03756,18-24,Man,North,Urban,100.0,3.5,0
Convenience,P36916,35-44,Woman,London,Urban,82.5,7.5,1
Convenience,P12809,25-34,Man,Midlands,Urban,80.0,6.6,0
Convenience,P29692,18-24,Man,Midlands,Urban,78.1,6.5,0
Convenience,P04788,18-24,Man,South,Urban,93.3,2.6,0
Convenience,P31025,65-74,Woman,Midlands,Urban,40.3,2.2,0
Convenience,P34944,25-34,Man,South,Urban,100.0,6.4,0
Convenience,P40693,45-54,Woman,London,Urban,66.3,4.2,0
Convenience,P33780,45-54,Man,North,Urban,61.9,6.1,0
Convenience,P48573,55-64,Man,North,Urban,69.5,4.9,0
Convenience,P02309,35-44,Woman,North,Urban,87.2,8.5,1
Convenience,P01461,35-44,Woman,Midlands,Urban,76.9,6.9,0
Convenience,P49114,25-34,Man,North,Urban,96.8,7.1,1
Convenience,P20041,35-44,Woman,North,Urban,74.5,2.3,0
Convenience,P36706,35-44,Woman,North,Urban,73.0,4.9,0
Convenience,P39103,18-24,Woman,Midlands,Urban,82.7,4.8,0
Convenience,P16220,35-44,Man,London,Urban,72.5,6.8,0
Convenience,P32936,18-24,Man,North,Urban,84.9,5.9,0
Convenience,P16241,18-24,Man,South,Urban,99.5,7.8,1
Convenience,P24244,25-34,Woman,Midlands,Urban,100.0,6.0,0
Convenience,P16023,55-64,Man,London,Urban,45.9,2.4,0
Convenience,P14054,55-64,Man,North,Urban,70.3,3.9,0
Convenience,P17094,35-44,Woman,Midlands,Urban,79.1,5.8,0
Convenience,P03962,35-44,Man,South,Urban,66.9,4.2,0
Convenience,P47751,25-34,Man,London,Urban,85.9,4.5,0
Convenience,P20727,55-64,Woman,London,Urban,72.1,8.7,1
Convenience,P31983,55-64,Woman,North,Urban,51.0,2.3,0
Convenience,P15982,25-34,Man,Midlands,Urban,83.4,7.1,1
Convenience,P22922,18-24,Woman,South,Urban,84.7,6.1,0
Convenience,P31611,18-24,Woman,North,Urban,88.2,4.1,0
Convenience,P38162,55-64,Man,South,Rural / small town,53.1,4.1,0
Convenience,P34399,18-24,Man,South,Urban,91.0,8.1,1
Convenience,P35819,35-44,Man,Midlands,Urban,61.6,5.8,0
Convenience,P41458,45-54,Woman,Midlands,Urban,54.7,3.5,0
Convenience,P47364,18-24,Woman,London,Urban,58.7,5.8,0
Convenience,P11352,25-34,Woman,North,Urban,81.4,6.5,0
Convenience,P44144,25-34,Woman,Midlands,Urban,92.3,10.0,1
Convenience,P40155,25-34,Woman,North,Urban,78.0,5.1,0
Convenience,P11718,65-74,Woman,North,Urban,60.4,5.3,0
Convenience,P08673,18-24,Woman,Midlands,Urban,96.0,5.1,0
Convenience,P09617,35-44,Man,North,Urban,70.1,5.9,0
Convenience,P20928,55-64,Woman,North,Urban,53.3,7.5,1
Convenience,P47334,45-54,Man,London,Urban,69.1,5.8,0
Convenience,P22293,55-64,Woman,South,Urban,33.3,4.1,0
Convenience,P33289,25-34,Man,Midlands,Urban,86.4,3.8,0
Convenience,P46727,25-34,Man,London,Urban,91.1,7.1,1
Convenience,P12815,25-34,Man,South,Urban,68.8,8.9,1
Convenience,P30903,35-44,Woman,Scotland/Wales,Urban,78.3,5.1,0
Convenience,P33342,25-34,Woman,North,Rural / small town,62.5,7.6,1
Convenience,P46213,25-34,Woman,North,Urban,77.1,5.9,0
Convenience,P13909,18-24,Woman,Midlands,Urban,100.0,6.4,0
Convenience,P05103,35-44,Woman,South,Urban,88.4,3.8,0
Convenience,P18851,35-44,Man,Midlands,Urban,66.5,3.6,0
Convenience,P47159,25-34,Woman,South,Urban,81.1,5.2,0
Convenience,P24503,65-74,Non-binary / other,London,Urban,51.5,3.9,0
Convenience,P26607,25-34,Woman,South,Urban,100.0,8.5,1
Convenience,P05202,18-24,Woman,South,Urban,92.4,8.3,1
Convenience,P15441,55-64,Woman,Scotland/Wales,Urban,58.6,4.4,0
Convenience,P09160,35-44,Man,London,Urban,89.6,8.4,1
Convenience,P30007,35-44,Man,Scotland/Wales,Rural / small town,84.6,2.0,0
Convenience,P35068,25-34,Man,Midlands,Urban,90.0,7.4,1
Convenience,P34420,18-24,Woman,North,Urban,95.4,3.7,0
Convenience,P10667,55-64,Woman,Midlands,Urban,68.0,5.6,0
Convenience,P40826,25-34,Woman,London,Urban,82.8,5.7,0
Convenience,P46370,25-34,Woman,South,Urban,83.6,3.9,0
Convenience,P22504,25-34,Man,London,Urban,79.1,7.3,1
Convenience,P18239,25-34,Woman,Midlands,Urban,90.1,5.8,0
Convenience,P47138,25-34,Man,North,Urban,75.7,3.7,0
Convenience,P04675,25-34,Man,South,Urban,91.4,7.0,1
Convenience,P47861,18-24,Man,London,Urban,100.0,6.3,0
Convenience,P23574,35-44,Man,Scotland/Wales,Urban,63.9,3.8,0
Convenience,P47912,18-24,Man,London,Urban,99.5,6.2,0
Convenience,P34213,35-44,Woman,Midlands,Urban,84.9,5.2,0
Convenience,P38635,45-54,Man,South,Rural / small town,61.5,5.8,0
Convenience,P46149,18-24,Woman,North,Urban,92.4,4.7,0
Convenience,P45793,25-34,Man,North,Rural / small town,62.0,6.6,0
Convenience,P39813,25-34,Woman,South,Rural / small town,66.7,2.0,0
Convenience,P27764,18-24,Man,Midlands,Urban,99.5,8.3,1
Convenience,P35526,18-24,Woman,Midlands,Urban,87.0,5.9,0
Convenience,P49676,18-24,Man,South,Urban,95.6,7.5,1
Convenience,P36796,18-24,Woman,South,Urban,90.5,7.9,1
Convenience,P06739,35-44,Man,North,Urban,65.8,4.8,0
Convenience,P23630,45-54,Man,North,Urban,71.2,4.7,0
